Bsn_rat	Inf
Dynll1	73.8100488369459
Sqstm1	47.5068781223756
Hsp90aa1	47.1530858637663
Hsph1	47.0677440126488
Hspa5	46.4038456174905
Atf3	41.9362061697996
Nop58	35.1606332001915
Hnrnpu	33.1468615774177
Phlda1	32.9187527229165
Gm11974	29.8090362788767
Ddx39	29.5910705268258
Dusp4	27.9544916528216
Psmc2	25.7460006642563
Vgf	25.7253215307571
Ppp1r15a	25.7251567258639
Srrt	25.2887674614899
Stip1	23.4342188980498
Gpatch4	23.0106634351334
Srsf3	22.8683261509567
Dnaja1	22.6911060703624
Creld2	22.0828782080921
Cacybp	21.8844261481336
Ythdc1	21.793006677881
Pa2g4	21.1525576174228
Ddx39b	21.1041554060454
Hspd1	21.0485119398117
Txnrd1	20.9668515869791
Hspa4	20.8535604983014
Nolc1	20.8308086383977
Tnfrsf12a	20.660841309803
Cct6a	20.0848338211187
Dhx9	19.992666834658
Sltm	19.4263057505028
Cct7	19.0006381660484
Ccnd1	18.0874052913614
Ranbp1	18.0222021385702
Wdr75	17.7178524066147
Psmd12	17.4912085496943
Lyar	17.0675332158074
Mat2a	16.9298748912975
Cct8	16.5893166194382
Nudc	16.111425414948
Etf1	15.4960625655312
Bclaf1	15.337136222678
Ncl	15.05563892635
Rars	14.6142362546084
Uchl5	14.3131640299395
Ddx21	14.1499835818983
Cpsf6	14.0319961598834
Prkar1a	13.7425856184257
Gtpbp4	13.5134824279001
Ythdf2	13.3999051872548
Tfrc	13.3729955126188
Ahsa1	13.3674990746545
Srsf7	13.2978784512001
Brd2	13.2098730243055
Samm50	13.1934037793044
Nhp2	13.1607563594893
Eif3d	12.9959702275864
Psmd1	12.9830726304958
Mettl16	12.6340168433428
Snrpb	12.5192682200912
Dkc1	12.4558785958018
Eif5	12.1945593870682
Hnrnpa2b1	12.1917848561329
Dnajc7	12.1401271016166
Eif2b4	12.0669169781017
Ebna1bp2	12.0624262656543
Ppa1	11.9448232421683
Tubb3	11.9424603619045
Enc1	11.9048707240996
Wdr43	11.6886984582982
Pno1	11.665912832882
Cxcl1	11.6487110064466
Mphosph10	11.6240110735363
Snrpa1	11.3876942559775
Psmc4	11.0931778593533
Psmd7	11.0884056143813
Cd63	11.0085025154101
Ltv1	10.8323892326988
Hspe1	10.7205636065158
Pphln1	10.6989570096682
Junb	10.6892282440563
Mrps22	10.6628453431367
Klf6	10.5552776623869
Ran	10.5422487758133
Rrp15	10.5360354150374
Eif3b	10.3985443316273
Psmc5	10.3901590661145
Psmb3	10.2218388971176
Car6	10.1040916337
Rwdd4a	10.0812138113215
Mdm2	10.0298237026198
Eif4g1	9.85241338022396
Ddit3	9.80660217292111
Kpna4	9.78880250614732
Trp53	9.77004207190369
Ubtf	9.69957402536182
Dnajc25	9.65555570180667
Eif6	9.62485470217008
Supt16	9.61286069287478
2810004N23Rik	9.58430573660582
Psma4	9.53816972720401
Mak16	9.51081666860065
Thoc1	9.49420740324332
Dis3	9.4778219422494
Cnbp	9.43378282104859
Usp15	9.41115551760847
Chordc1	9.33733747206506
Srsf10	9.3246506168584
Mrps30	9.31288674237885
Vmp1	9.26279071204958
Gadd45g	9.16292798964057
Rbm8a	9.13841340735803
1810009A15Rik	9.09561181837326
Ppid	9.06438981902756
Esf1	9.04476330679348
Mrpl12	9.01516220586164
Ywhag	8.98254054729131
Emc8	8.97153998951154
Tomm70a	8.96542148981714
Tubb6	8.94754800242283
Mrpl39	8.87198367032421
Gnl3	8.85188716465176
Rangap1	8.82634380720427
Vimp	8.76353331448984
Taf7	8.75228382309992
Sfpq	8.7031400075138
Rpl7l1	8.64095122040295
Zfp593	8.5889494248458
Clic1	8.51829915558132
Eif2s1	8.50900595572156
Snhg3	8.49565564353664
Gm10827	8.49246201092704
Wdr74	8.45726741952199
Ftsj3	8.45426089599869
Lrrc59	8.45367513353869
Tma16	8.43705954620718
Bud31	8.43468635221737
Tmem33	8.38598405475313
Gata2	8.38307524925192
Cdk11b	8.3774588980913
Mrps7	8.36487804996015
Dnttip2	8.340902345788
Alkbh6	8.25150721989585
Hnrnpab	8.17142475368049
Manf	8.16478574467199
2210016F16Rik	8.14580453393777
Abcf2	8.122132962982
Scfd1	8.1193775345934
Nop14	8.01271716988596
Klf5	8.01029677747145
2700038G22Rik	7.99716306074808
Rrp1b	7.98648779270449
Bzw1	7.95755771209652
Gar1	7.94503952665518
Fkbp11	7.92043504779632
Ube2g2	7.88967183686269
Mlec	7.88925768638124
Nop56	7.83040027087488
Stmn4	7.76077433150875
Map1b	7.75622586608335
Eprs	7.75534578299728
Nars	7.7347764491341
Wdr45b	7.73055050686491
Prkg2	7.71986433628692
Eif3a	7.6845860613103
U2af1	7.60563355708902
Ube2c	7.58812815273941
Slc35b1	7.53543446725789
Nefh	7.51991980039686
Neat1	7.5063110969389
Bdp1	7.50224748067521
Hn1	7.49937541504636
Mrps23	7.47289196607984
Prkrip1	7.43844003148282
Lsg1	7.42659552710761
Rbm34	7.40485556547576
Mrps31	7.36381291494578
Mybbp1a	7.36340475442692
Map1lc3a	7.34122018798509
Serbp1	7.31809578573603
Ewsr1	7.30892346873767
Hmgn1	7.29763664479054
Eif4a3	7.29090330798059
Calm1	7.27580098360371
Calr	7.27245585218495
Nol11	7.23700146455989
Grwd1	7.2169681093077
Tra2b	7.1981247278719
Tcof1	7.13762450010886
Cdc34	7.10717142880546
Srsf2	7.10614973325153
Timm17a	7.09185952304141
Rac1	7.07911264862727
Pitpnb	7.00667706946119
Rbm19	6.9718149071045
Krr1	6.8904718570606
Ptges3	6.87761886982981
Capn2	6.84442455520397
Gpatch3	6.82991392782826
Gspt1	6.82830939042902
Ube2k	6.78997951971599
Cxcl10	6.78704042868288
Nme1	6.76430277963506
Dnajc3	6.7282498829982
Ddx46	6.72000211579691
Ndufaf4	6.69914206082682
Hyou1	6.68260015659361
Hnrnph1	6.67789764842638
Exosc9	6.67774480332751
Cct3	6.65368285159192
Nip7	6.65149329429313
Poglut1	6.63206683442272
Trmt10c	6.6160058808438
Utp14b	6.54698265506673
Ptpn11	6.51661433615576
Eif4g3	6.51196461464396
Scly	6.50919679747259
Adrm1	6.49886594113749
Ppm1g	6.49840419745068
Psma3	6.43728181353597
Psmd11	6.43422631952035
Aatf	6.43099281584681
Dnajc11	6.41600088854405
Cbr3	6.40929937691068
Nup88	6.36636156316517
Uba1	6.35207403788762
Atmin	6.34501939379172
Pitrm1	6.31197293899649
Tmem5	6.30899764737187
Exoc5	6.30540118414256
Psmb10	6.29788446359008
Grpel1	6.28107710486468
Srm	6.27639087178157
Hnrnph3	6.27327539734081
Vps33a	6.26954464027633
Med1	6.24788906700449
Pin4	6.24489698359192
Srsf1	6.23906386530951
Hspa4l	6.23618367076022
1110004F10Rik	6.23380197339924
Dynll2	6.22986636377687
Depdc7	6.22091055360589
Eif4e2	6.21852819159993
Vegfc	6.19726795036673
Eif1ad	6.1839825844782
Rrp1	6.18313356437223
Gm17251	6.18031867917336
Mrpl46	6.17833758642353
Phax	6.17342950441012
Rpf1	6.16828363918285
Cycs	6.16578629033156
Ubqln2	6.15792956466373
Mrps18b	6.14477450358979
Naa15	6.07943061446737
Gemin5	6.07667757046915
Cnih4	6.04286003122468
Galnt7	6.03660012031129
Zfp719	6.02260447151732
Dzip3	6.01666414318572
Chd1	5.99172176248522
Uqcrq	5.98505098550007
Rlim	5.98140547217008
Hif1a	5.97079077486506
Rassf1	5.97013520921472
Snx8	5.96353206866399
Kras	5.95345177524794
Pdcd2	5.93691031730663
Gclm	5.92782739209395
Dph3	5.89878191130097
Srek1ip1	5.86440399762072
Pnn	5.84874807544936
Set	5.81464563380161
Ptcd3	5.80994475318486
Tmed5	5.8002899919467
Zranb2	5.77419769309449
Id3	5.7676379100015
Syncrip	5.7652556293706
Ier2	5.76445911028436
Cct4	5.75787298269414
Tax1bp1	5.75080707798854
Mief1	5.74133488751328
Ngfr	5.73377999733334
Tsfm	5.7278694566436
